postcode_clean,onspd_postcode_sector,oseast1m,osnrth1m,lat,long,lsoa11,msoa11,osward,oslaua,imd
LS1 1AA,LS1 1,429572.0,433410.0,53.796163,-1.552544,E01033008,E02006875,E05001420,E08000035,14601
LS1 1AB,LS1 1,429500.0,433400.0,53.796077,-1.553638,E01033015,E02006875,E05001420,E08000035,15267
LS1 1AD,LS1 1,429500.0,433400.0,53.796077,-1.553638,E01033015,E02006875,E05001420,E08000035,15267
LS1 1AE,LS1 1,429500.0,433400.0,53.796077,-1.553638,E01033015,E02006875,E05001420,E08000035,15267
LS1 1AJ,LS1 1,429848.0,433454.0,53.796543,-1.54835,E01033016,E02006875,E05001420,E08000035,15050
LS1 1AL,LS1 1,429800.0,433400.0,53.79606,-1.549083,E01033016,E02006875,E05001420,E08000035,15050
LS1 1AS,LS1 1,428809.0,433421.0,53.796305,-1.564126,E01011363,E02002400,E05001420,E08000035,229
LS1 1AW,LS1 1,429472.0,433717.0,53.798928,-1.554033,E01033008,E02006875,E05001420,E08000035,14601
LS1 1AZ,LS1 1,428811.0,433420.0,53.796296,-1.564095,E01011363,E02002400,E05001420,E08000035,229
LS1 1BA,LS1 1,429317.0,433507.0,53.797049,-1.556406,E01033008,E02006875,E05001420,E08000035,14601
LS1 1BD,LS1 1,429572.0,433410.0,53.796163,-1.552544,E01033008,E02006875,E05001420,E08000035,14601
LS1 1BL,LS1 1,428811.0,433420.0,53.796296,-1.564095,E01011363,E02002400,E05001420,E08000035,229
LS1 1BN,LS1 1,428809.0,433421.0,53.796305,-1.564126,E01011363,E02002400,E05001420,E08000035,229
LS1 1BW,LS1 1,429572.0,433410.0,53.796163,-1.552544,E01033008,E02006875,E05001420,E08000035,14601
LS1 1BX,LS1 1,428809.0,433421.0,53.796305,-1.564126,E01011363,E02002400,E05001420,E08000035,229
LS1 1DA,LS1 1,429572.0,433410.0,53.796163,-1.552544,E01033008,E02006875,E05001420,E08000035,14601
LS1 1DD,LS1 1,428500.0,433000.0,53.792538,-1.568855,E01011363,E02002400,E05001414,E08000035,229
LS1 1DG,LS1 1,429572.0,433410.0,53.796163,-1.552544,E01033008,E02006875,E05001420,E08000035,14601
LS1 1DH,LS1 1,429572.0,433410.0,53.796163,-1.552544,E01033008,E02006875,E05001420,E08000035,14601
LS1 1DJ,LS1 1,428809.0,433421.0,53.796305,-1.564126,E01011363,E02002400,E05001420,E08000035,229
LS1 1DN,LS1 1,428811.0,433420.0,53.796296,-1.564095,E01011363,E02002400,E05001420,E08000035,229
LS1 1DP,LS1 1,428809.0,433421.0,53.796305,-1.564126,E01011363,E02002400,E05001420,E08000035,229
LS1 1DX,LS1 1,429500.0,433400.0,53.796077,-1.553638,E01033015,E02006875,E05001420,E08000035,15267
LS1 1EA,LS1 1,429472.0,433717.0,53.798928,-1.554033,E01033008,E02006875,E05001420,E08000035,14601
LS1 1EB,LS1 1,429091.0,433444.0,53.796496,-1.559842,E01033015,E02006875,E05001420,E08000035,15267
LS1 1ED,LS1 1,429091.0,433444.0,53.796496,-1.559842,E01033015,E02006875,E05001420,E08000035,15267
LS1 1EE,LS1 1,429091.0,433444.0,53.796496,-1.559842,E01033015,E02006875,E05001420,E08000035,15267
LS1 1EF,LS1 1,429091.0,433444.0,53.796496,-1.559842,E01033015,E02006875,E05001420,E08000035,15267
LS1 1EG,LS1 1,429091.0,433444.0,53.796496,-1.559842,E01033015,E02006875,E05001420,E08000035,15267
LS1 1EH,LS1 1,429091.0,433444.0,53.796496,-1.559842,E01033015,E02006875,E05001420,E08000035,15267
LS1 1EL,LS1 1,429091.0,433444.0,53.796496,-1.559842,E01033015,E02006875,E05001420,E08000035,15267
LS1 1EW,LS1 1,428809.0,433421.0,53.796305,-1.564126,E01011363,E02002400,E05001420,E08000035,229
LS1 1FA,LS1 1,428809.0,433421.0,53.796305,-1.564126,E01011363,E02002400,E05001420,E08000035,229
LS1 1HA,LS1 1,429572.0,433410.0,53.796163,-1.552544,E01033008,E02006875,E05001420,E08000035,14601
LS1 1HB,LS1 1,429300.0,433200.0,53.794291,-1.556693,E01033015,E02006875,E05001420,E08000035,15267
LS1 1HD,LS1 1,428809.0,433421.0,53.796305,-1.564126,E01011363,E02002400,E05001420,E08000035,229
LS1 1HE,LS1 1,428811.0,433420.0,53.796296,-1.564095,E01011363,E02002400,E05001420,E08000035,229
LS1 1HF,LS1 1,428809.0,433421.0,53.796305,-1.564126,E01011363,E02002400,E05001420,E08000035,229
LS1 1HG,LS1 1,429500.0,433600.0,53.797875,-1.553619,E01033008,E02006875,E05001420,E08000035,14601
LS1 1HH,LS1 1,429572.0,433410.0,53.796163,-1.552544,E01033008,E02006875,E05001420,E08000035,14601
LS1 1HJ,LS1 1,429572.0,433410.0,53.796163,-1.552544,E01033008,E02006875,E05001420,E08000035,14601
LS1 1HN,LS1 1,430400.0,433600.0,53.797823,-1.539955,E01033010,E02006875,E05001420,E08000035,8358
LS1 1HP,LS1 1,429200.0,433600.0,53.797892,-1.558173,E01033008,E02006875,E05001420,E08000035,14601
LS1 1HQ,LS1 1,428811.0,433420.0,53.796296,-1.564095,E01011363,E02002400,E05001420,E08000035,229
LS1 1HR,LS1 1,429900.0,433600.0,53.797852,-1.547546,E01033010,E02006875,E05001420,E08000035,8358
LS1 1HS,LS1 1,429700.0,433500.0,53.796965,-1.550592,E01033016,E02006875,E05001420,E08000035,15050
LS1 1HT,LS1 1,429695.0,433514.0,53.797091,-1.550667,E01033008,E02006875,E05001420,E08000035,14601
LS1 1HW,LS1 1,430300.0,433500.0,53.79693,-1.541483,E01033010,E02006875,E05001420,E08000035,8358
LS1 1JF,LS1 1,429833.0,434079.0,53.802161,-1.548517,E01033010,E02006875,E05001420,E08000035,8358
LS1 1JG,LS1 1,428809.0,433421.0,53.796305,-1.564126,E01011363,E02002400,E05001420,E08000035,229
LS1 1JL,LS1 1,429800.0,433400.0,53.79606,-1.549083,E01033016,E02006875,E05001420,E08000035,15050
LS1 1JP,LS1 1,429900.0,432700.0,53.789763,-1.547633,E01033032,E02002411,E05001420,E08000035,9129
LS1 1JQ,LS1 1,425300.0,436800.0,53.826856,-1.617119,E01032493,E02002362,E05001432,E08000035,23637
LS1 1JS,LS1 1,430395.0,433701.0,53.798731,-1.540021,E01033010,E02006875,E05001420,E08000035,8358
LS1 1JT,LS1 1,429900.0,433600.0,53.797852,-1.547546,E01033010,E02006875,E05001420,E08000035,8358
LS1 1JW,LS1 1,429572.0,433410.0,53.796163,-1.552544,E01033008,E02006875,E05001420,E08000035,14601
LS1 1JY,LS1 1,429700.0,433600.0,53.797864,-1.550582,E01033008,E02006875,E05001420,E08000035,14601
LS1 1LA,LS1 1,428809.0,433421.0,53.796305,-1.564126,E01011363,E02002400,E05001420,E08000035,229
LS1 1LB,LS1 1,429572.0,433410.0,53.796163,-1.552544,E01033008,E02006875,E05001420,E08000035,14601
LS1 1LD,LS1 1,428811.0,433420.0,53.796296,-1.564095,E01011363,E02002400,E05001420,E08000035,229
LS1 1LE,LS1 1,428811.0,433420.0,53.796296,-1.564095,E01011363,E02002400,E05001420,E08000035,229
LS1 1LF,LS1 1,430200.0,433600.0,53.797835,-1.542992,E01033010,E02006875,E05001420,E08000035,8358
LS1 1LG,LS1 1,429100.0,433000.0,53.792505,-1.559748,E01033013,E02002411,E05001420,E08000035,3174
LS1 1LJ,LS1 1,430000.0,433400.0,53.796049,-1.546047,E01033010,E02006875,E05001420,E08000035,8358
LS1 1LL,LS1 1,428811.0,433420.0,53.796296,-1.564095,E01011363,E02002400,E05001420,E08000035,229
LS1 1LN,LS1 1,429600.0,433800.0,53.799667,-1.552081,E01033008,E02006875,E05001420,E08000035,14601
LS1 1LP,LS1 1,430100.0,432900.0,53.791549,-1.544578,E01033016,E02006875,E05001420,E08000035,15050
LS1 1LQ,LS1 1,429572.0,433410.0,53.796163,-1.552544,E01033008,E02006875,E05001420,E08000035,14601
LS1 1LS,LS1 1,430200.0,432600.0,53.788847,-1.543089,E01033016,E02006875,E05001420,E08000035,15050
LS1 1LT,LS1 1,429300.0,433000.0,53.792494,-1.556712,E01033015,E02006875,E05001420,E08000035,15267
LS1 1LU,LS1 1,430400.0,433100.0,53.79333,-1.540005,E01033011,E02006875,E05001420,E08000035,6996
LS1 1LW,LS1 1,428811.0,433420.0,53.796296,-1.564095,E01011363,E02002400,E05001420,E08000035,229
LS1 1LX,LS1 1,428809.0,433421.0,53.796305,-1.564126,E01011363,E02002400,E05001420,E08000035,229
LS1 1LZ,LS1 1,429800.0,433500.0,53.796959,-1.549074,E01033016,E02006875,E05001420,E08000035,15050
LS1 1NB,LS1 1,429323.0,433510.0,53.797076,-1.556314,E01033008,E02006875,E05001420,E08000035,14601
LS1 1NF,LS1 1,429572.0,433410.0,53.796163,-1.552544,E01033008,E02006875,E05001420,E08000035,14601
LS1 1NN,LS1 1,429900.0,433800.0,53.79965,-1.547527,E01033010,E02006875,E05001420,E08000035,8358
LS1 1NP,LS1 1,428809.0,433421.0,53.796305,-1.564126,E01011363,E02002400,E05001420,E08000035,229
LS1 1NQ,LS1 1,430100.0,433700.0,53.798739,-1.5445,E01033010,E02006875,E05001420,E08000035,8358
LS1 1NS,LS1 1,430369.0,434291.0,53.804036,-1.540358,E01033002,E02002384,E05001429,E08000035,6371
LS1 1NU,LS1 1,429400.0,432900.0,53.791589,-1.555203,E01033032,E02002411,E05001420,E08000035,9129
LS1 1NX,LS1 1,428811.0,433420.0,53.796296,-1.564095,E01011363,E02002400,E05001420,E08000035,229
LS1 1NY,LS1 1,429800.0,433900.0,53.800554,-1.549035,E01033010,E02006875,E05001420,E08000035,8358
LS1 1NZ,LS1 1,428811.0,433420.0,53.796296,-1.564095,E01011363,E02002400,E05001420,E08000035,229
LS1 1PA,LS1 1,429572.0,433410.0,53.796163,-1.552544,E01033008,E02006875,E05001420,E08000035,14601
LS1 1PB,LS1 1,430345.0,433556.0,53.797431,-1.540795,E01033010,E02006875,E05001420,E08000035,8358
LS1 1PD,LS1 1,428809.0,433421.0,53.796305,-1.564126,E01011363,E02002400,E05001420,E08000035,229
LS1 1PE,LS1 1,428809.0,433421.0,53.796305,-1.564126,E01011363,E02002400,E05001420,E08000035,229
LS1 1PF,LS1 1,428811.0,433420.0,53.796296,-1.564095,E01011363,E02002400,E05001420,E08000035,229
LS1 1PH,LS1 1,428811.0,433420.0,53.796296,-1.564095,E01011363,E02002400,E05001420,E08000035,229
LS1 1PJ,LS1 1,429895.0,433375.0,53.79583,-1.547644,E01033016,E02006875,E05001420,E08000035,15050
LS1 1PL,LS1 1,428809.0,433421.0,53.796305,-1.564126,E01011363,E02002400,E05001420,E08000035,229
LS1 1PN,LS1 1,431000.0,431000.0,53.77442,-1.531107,E01011468,E02006876,E05001420,E08000035,762
LS1 1PP,LS1 1,427600.0,434500.0,53.806068,-1.582383,E01011483,E02002385,E05001432,E08000035,2816
LS1 1PQ,LS1 1,430500.0,432800.0,53.790627,-1.538516,E01033018,E02006876,E05001420,E08000035,13093
LS1 1PR,LS1 1,430200.0,433500.0,53.796936,-1.543001,E01033010,E02006875,E05001420,E08000035,8358
LS1 1PT,LS1 1,429900.0,433500.0,53.796953,-1.547556,E01033010,E02006875,E05001420,E08000035,8358
LS1 1PU,LS1 1,429572.0,433410.0,53.796163,-1.552544,E01033008,E02006875,E05001420,E08000035,14601
LS1 1PW,LS1 1,429000.0,433300.0,53.795207,-1.561237,E01033013,E02002411,E05001420,E08000035,3174
LS1 1QA,LS1 1,428811.0,433420.0,53.796296,-1.564095,E01011363,E02002400,E05001420,E08000035,229
LS1 1QB,LS1 1,430200.0,433200.0,53.79424,-1.543031,E01033016,E02006875,E05001420,E08000035,15050
LS1 1QE,LS1 1,427000.0,435400.0,53.814188,-1.591415,E01011480,E02002374,E05001432,E08000035,18745
LS1 1QG,LS1 1,428809.0,433421.0,53.796305,-1.564126,E01011363,E02002400,E05001420,E08000035,229
LS1 1QH,LS1 1,429800.0,433700.0,53.798757,-1.549055,E01033008,E02006875,E05001420,E08000035,14601
LS1 1QL,LS1 1,430100.0,433600.0,53.797841,-1.54451,E01033010,E02006875,E05001420,E08000035,8358
LS1 1QP,LS1 1,436200.0,436800.0,53.826214,-1.45153,E01011721,E02002370,E05001421,E08000035,2464
LS1 1QQ,LS1 1,429091.0,433444.0,53.796496,-1.559842,E01033015,E02006875,E05001420,E08000035,15267
LS1 1QR,LS1 1,427800.0,430800.0,53.772803,-1.579678,E01011369,E02002419,E05001415,E08000035,6630
LS1 1QS,LS1 1,428811.0,433420.0,53.796296,-1.564095,E01011363,E02002400,E05001420,E08000035,229
LS1 1QU,LS1 1,429572.0,433410.0,53.796163,-1.552544,E01033008,E02006875,E05001420,E08000035,14601
LS1 1QW,LS1 1,432400.0,434800.0,53.808488,-1.509467,E01011344,E02002394,E05001417,E08000035,325
LS1 1QX,LS1 1,428809.0,433421.0,53.796305,-1.564126,E01011363,E02002400,E05001420,E08000035,229
LS1 1QZ,LS1 1,428809.0,433421.0,53.796305,-1.564126,E01011363,E02002400,E05001420,E08000035,229
LS1 1RA,LS1 1,430000.0,433400.0,53.796049,-1.546047,E01033010,E02006875,E05001420,E08000035,8358
LS1 1RB,LS1 1,428809.0,433421.0,53.796305,-1.564126,E01011363,E02002400,E05001420,E08000035,229
LS1 1RD,LS1 1,428809.0,433421.0,53.796305,-1.564126,E01011363,E02002400,E05001420,E08000035,229
LS1 1RE,LS1 1,429400.0,433200.0,53.794286,-1.555175,E01033015,E02006875,E05001420,E08000035,15267
LS1 1RF,LS1 1,428811.0,433420.0,53.796296,-1.564095,E01011363,E02002400,E05001420,E08000035,229
LS1 1RG,LS1 1,429572.0,433410.0,53.796163,-1.552544,E01033008,E02006875,E05001420,E08000035,14601
LS1 1RH,LS1 1,430000.0,433400.0,53.796049,-1.546047,E01033010,E02006875,E05001420,E08000035,8358
LS1 1RJ,LS1 1,429700.0,433700.0,53.798762,-1.550573,E01033008,E02006875,E05001420,E08000035,14601
LS1 1RL,LS1 1,430100.0,434000.0,53.801436,-1.544471,E01033010,E02006875,E05001420,E08000035,8358
LS1 1RQ,LS1 1,429500.0,433900.0,53.800571,-1.55359,E01033008,E02006875,E05001420,E08000035,14601
LS1 1RT,LS1 1,428811.0,433420.0,53.796296,-1.564095,E01011363,E02002400,E05001420,E08000035,229
LS1 1RU,LS1 1,429900.0,433700.0,53.798751,-1.547536,E01033010,E02006875,E05001420,E08000035,8358
LS1 1RW,LS1 1,428809.0,433421.0,53.796305,-1.564126,E01011363,E02002400,E05001420,E08000035,229
LS1 1RX,LS1 1,428811.0,433420.0,53.796296,-1.564095,E01011363,E02002400,E05001420,E08000035,229
LS1 1SB,LS1 1,428811.0,433420.0,53.796296,-1.564095,E01011363,E02002400,E05001420,E08000035,229
LS1 1SL,LS1 1,429472.0,433717.0,53.798928,-1.554033,E01033008,E02006875,E05001420,E08000035,14601
LS1 1SR,LS1 1,429900.0,433600.0,53.797852,-1.547546,E01033010,E02006875,E05001420,E08000035,8358
LS1 1TB,LS1 1,428809.0,433421.0,53.796305,-1.564126,E01011363,E02002400,E05001420,E08000035,229
LS1 1TD,LS1 1,429700.0,433700.0,53.798762,-1.550573,E01033008,E02006875,E05001420,E08000035,14601
LS1 1TE,LS1 1,429800.0,433900.0,53.800554,-1.549035,E01033010,E02006875,E05001420,E08000035,8358
LS1 1TF,LS1 1,429800.0,433900.0,53.800554,-1.549035,E01033010,E02006875,E05001420,E08000035,8358
LS1 1TG,LS1 1,429800.0,433900.0,53.800554,-1.549035,E01033010,E02006875,E05001420,E08000035,8358
LS1 1TH,LS1 1,429700.0,433800.0,53.799661,-1.550563,E01033008,E02006875,E05001420,E08000035,14601
LS1 1TJ,LS1 1,429833.0,434079.0,53.802161,-1.548517,E01033010,E02006875,E05001420,E08000035,8358
LS1 1TP,LS1 1,429600.0,433600.0,53.797869,-1.5521,E01033008,E02006875,E05001420,E08000035,14601
LS1 1TQ,LS1 1,428809.0,433421.0,53.796305,-1.564126,E01011363,E02002400,E05001420,E08000035,229
LS1 1TR,LS1 1,429000.0,433900.0,53.800599,-1.561181,E01011678,E02002392,E05001429,E08000035,12833
LS1 1TS,LS1 1,429572.0,433410.0,53.796163,-1.552544,E01033008,E02006875,E05001420,E08000035,14601
LS1 1TT,LS1 1,428300.0,434200.0,53.803334,-1.571781,E01011681,E02002392,E05001420,E08000035,4569
LS1 1TU,LS1 1,428300.0,434200.0,53.803334,-1.571781,E01011681,E02002392,E05001420,E08000035,4569
LS1 1TW,LS1 1,428300.0,434200.0,53.803334,-1.571781,E01011681,E02002392,E05001420,E08000035,4569
LS1 1TX,LS1 1,428300.0,434200.0,53.803334,-1.571781,E01011681,E02002392,E05001420,E08000035,4569
LS1 1TY,LS1 1,428300.0,434200.0,53.803334,-1.571781,E01011681,E02002392,E05001420,E08000035,4569
LS1 1TZ,LS1 1,428300.0,434200.0,53.803334,-1.571781,E01011681,E02002392,E05001420,E08000035,4569
LS1 1UD,LS1 1,429835.0,434078.0,53.802152,-1.548487,E01033010,E02006875,E05001420,E08000035,8358
LS1 1UE,LS1 1,429800.0,434000.0,53.801453,-1.549026,E01033010,E02006875,E05001420,E08000035,8358
LS1 1UF,LS1 1,429500.0,434300.0,53.804166,-1.553552,E01011678,E02002392,E05001429,E08000035,12833
LS1 1UH,LS1 1,428811.0,433420.0,53.796296,-1.564095,E01011363,E02002400,E05001420,E08000035,229
LS1 1UJ,LS1 1,428811.0,433420.0,53.796296,-1.564095,E01011363,E02002400,E05001420,E08000035,229
LS1 1UL,LS1 1,429552.0,432669.0,53.789504,-1.552918,E01033032,E02002411,E05001420,E08000035,9129
LS1 1UN,LS1 1,429472.0,433717.0,53.798928,-1.554033,E01033008,E02006875,E05001420,E08000035,14601
LS1 1UP,LS1 1,429472.0,433717.0,53.798928,-1.554033,E01033008,E02006875,E05001420,E08000035,14601
LS1 1UQ,LS1 1,429572.0,433410.0,53.796163,-1.552544,E01033008,E02006875,E05001420,E08000035,14601
LS1 1UR,LS1 1,429833.0,434079.0,53.802161,-1.548517,E01033010,E02006875,E05001420,E08000035,8358
LS1 1UW,LS1 1,429700.0,433400.0,53.796066,-1.550602,E01033008,E02006875,E05001420,E08000035,14601
LS1 1UY,LS1 1,429572.0,433410.0,53.796163,-1.552544,E01033008,E02006875,E05001420,E08000035,14601
LS1 1WT,LS1 1,429835.0,434078.0,53.802152,-1.548487,E01033010,E02006875,E05001420,E08000035,8358
LS1 1WU,LS1 1,428811.0,433420.0,53.796312,-1.564099,E01011363,E02002400,E05001420,E08000035,229
LS1 1WW,LS1 1,428811.0,433420.0,53.796296,-1.564095,E01011363,E02002400,E05001420,E08000035,229
LS1 1XX,LS1 1,430000.0,433600.0,53.797846,-1.546028,E01033010,E02006875,E05001420,E08000035,8358
LS1 1YU,LS1 1,429572.0,433410.0,53.796163,-1.552544,E01033008,E02006875,E05001420,E08000035,14601
LS1 1YW,LS1 1,429900.0,433800.0,53.79965,-1.547527,E01033010,E02006875,E05001420,E08000035,8358
LS1 1YX,LS1 1,428809.0,433421.0,53.796305,-1.564126,E01011363,E02002400,E05001420,E08000035,229
LS1 1ZB,LS1 1,428811.0,433420.0,53.796296,-1.564095,E01011363,E02002400,E05001420,E08000035,229
LS1 2AA,LS1 2,429755.0,433627.0,53.798103,-1.549745,E01033008,E02006875,E05001420,E08000035,14601
LS1 2AB,LS1 2,428811.0,433420.0,53.796296,-1.564095,E01011363,E02002400,E05001420,E08000035,229
LS1 2AD,LS1 2,429755.0,433627.0,53.798119,-1.549749,E01033008,E02006875,E05001420,E08000035,14601
LS1 2AE,LS1 2,428809.0,433421.0,53.796305,-1.564126,E01011363,E02002400,E05001420,E08000035,229
LS1 2AF,LS1 2,428811.0,433420.0,53.796296,-1.564095,E01011363,E02002400,E05001420,E08000035,229
LS1 2AG,LS1 2,429912.0,433499.0,53.796944,-1.547374,E01033010,E02006875,E05001420,E08000035,8358
LS1 2AH,LS1 2,429633.0,433612.0,53.797975,-1.551598,E01033008,E02006875,E05001420,E08000035,14601
LS1 2AJ,LS1 2,429765.0,433678.0,53.798561,-1.549588,E01033008,E02006875,E05001420,E08000035,14601
LS1 2AL,LS1 2,429908.0,433510.0,53.797043,-1.547433,E01033010,E02006875,E05001420,E08000035,8358
LS1 2AN,LS1 2,429912.0,433499.0,53.796944,-1.547374,E01033010,E02006875,E05001420,E08000035,8358
LS1 2AP,LS1 2,429633.0,433612.0,53.797975,-1.551598,E01033008,E02006875,E05001420,E08000035,14601
LS1 2AQ,LS1 2,429572.0,433410.0,53.796163,-1.552544,E01033008,E02006875,E05001420,E08000035,14601
LS1 2AR,LS1 2,429633.0,433612.0,53.797975,-1.551598,E01033008,E02006875,E05001420,E08000035,14601
LS1 2AS,LS1 2,429633.0,433612.0,53.797975,-1.551598,E01033008,E02006875,E05001420,E08000035,14601
LS1 2AT,LS1 2,429465.0,433689.0,53.798677,-1.554141,E01033008,E02006875,E05001420,E08000035,14601
LS1 2AU,LS1 2,429572.0,433410.0,53.796163,-1.552544,E01033008,E02006875,E05001420,E08000035,14601
LS1 2AW,LS1 2,429633.0,433612.0,53.797975,-1.551598,E01033008,E02006875,E05001420,E08000035,14601
LS1 2AX,LS1 2,429459.0,433806.0,53.799729,-1.554221,E01033008,E02006875,E05001420,E08000035,14601
LS1 2AY,LS1 2,429521.0,433467.0,53.796678,-1.553312,E01033008,E02006875,E05001420,E08000035,14601
LS1 2AZ,LS1 2,428809.0,433421.0,53.796305,-1.564126,E01011363,E02002400,E05001420,E08000035,229
LS1 2BA,LS1 2,429608.0,433519.0,53.797141,-1.551987,E01033008,E02006875,E05001420,E08000035,14601
LS1 2BB,LS1 2,429500.0,433800.0,53.799672,-1.5536,E01033008,E02006875,E05001420,E08000035,14601
LS1 2BD,LS1 2,429400.0,433600.0,53.797881,-1.555137,E01033008,E02006875,E05001420,E08000035,14601
LS1 2BE,LS1 2,429627.0,433585.0,53.797733,-1.551692,E01033008,E02006875,E05001420,E08000035,14601
LS1 2BF,LS1 2,429690.0,433595.0,53.797819,-1.550735,E01033008,E02006875,E05001420,E08000035,14601
LS1 2BG,LS1 2,429700.0,433700.0,53.798762,-1.550573,E01033008,E02006875,E05001420,E08000035,14601
LS1 2BH,LS1 2,429768.0,433744.0,53.79917,-1.549541,E01033008,E02006875,E05001420,E08000035,14601
LS1 2BJ,LS1 2,429700.0,433700.0,53.798762,-1.550573,E01033008,E02006875,E05001420,E08000035,14601
LS1 2BL,LS1 2,428811.0,433420.0,53.796296,-1.564095,E01011363,E02002400,E05001420,E08000035,229
LS1 2BN,LS1 2,429800.0,433700.0,53.798757,-1.549055,E01033008,E02006875,E05001420,E08000035,14601
LS1 2BP,LS1 2,428809.0,433421.0,53.796305,-1.564126,E01011363,E02002400,E05001420,E08000035,229
LS1 2BQ,LS1 2,429755.0,433627.0,53.798103,-1.549745,E01033008,E02006875,E05001420,E08000035,14601
LS1 2BR,LS1 2,429768.0,433744.0,53.799154,-1.549536,E01033008,E02006875,E05001420,E08000035,14601
LS1 2BS,LS1 2,429768.0,433744.0,53.799154,-1.549536,E01033008,E02006875,E05001420,E08000035,14601
LS1 2BT,LS1 2,429677.0,433599.0,53.797856,-1.550932,E01033008,E02006875,E05001420,E08000035,14601
LS1 2BU,LS1 2,428809.0,433421.0,53.796305,-1.564126,E01011363,E02002400,E05001420,E08000035,229
LS1 2BW,LS1 2,429912.0,433499.0,53.796944,-1.547374,E01033010,E02006875,E05001420,E08000035,8358
LS1 2BX,LS1 2,429600.0,433600.0,53.797869,-1.5521,E01033008,E02006875,E05001420,E08000035,14601
LS1 2DA,LS1 2,429572.0,433410.0,53.796163,-1.552544,E01033008,E02006875,E05001420,E08000035,14601
LS1 2DB,LS1 2,429627.0,433585.0,53.797733,-1.551692,E01033008,E02006875,E05001420,E08000035,14601
LS1 2DD,LS1 2,429672.0,433447.0,53.79649,-1.551022,E01033008,E02006875,E05001420,E08000035,14601
LS1 2DE,LS1 2,429778.0,433426.0,53.796311,-1.549419,E01033016,E02006875,E05001420,E08000035,15050
LS1 2DF,LS1 2,429700.0,433400.0,53.796066,-1.550602,E01033008,E02006875,E05001420,E08000035,14601
LS1 2DG,LS1 2,429572.0,433410.0,53.796163,-1.552544,E01033008,E02006875,E05001420,E08000035,14601
LS1 2DH,LS1 2,429572.0,433410.0,53.796163,-1.552544,E01033008,E02006875,E05001420,E08000035,14601
LS1 2DJ,LS1 2,429773.0,433439.0,53.796412,-1.54949,E01033016,E02006875,E05001420,E08000035,15050
LS1 2DL,LS1 2,429800.0,433400.0,53.79606,-1.549083,E01033016,E02006875,E05001420,E08000035,15050
LS1 2DN,LS1 2,429627.0,433585.0,53.797733,-1.551692,E01033008,E02006875,E05001420,E08000035,14601
LS1 2DP,LS1 2,429912.0,433499.0,53.796944,-1.547374,E01033010,E02006875,E05001420,E08000035,8358
LS1 2DQ,LS1 2,429572.0,433410.0,53.796163,-1.552544,E01033008,E02006875,E05001420,E08000035,14601
LS1 2DR,LS1 2,429660.0,433483.0,53.796814,-1.551201,E01033008,E02006875,E05001420,E08000035,14601
LS1 2DS,LS1 2,429615.0,433491.0,53.796905,-1.551888,E01033008,E02006875,E05001420,E08000035,14601
LS1 2DT,LS1 2,429627.0,433585.0,53.797733,-1.551692,E01033008,E02006875,E05001420,E08000035,14601
LS1 2DU,LS1 2,429600.0,433400.0,53.796072,-1.55212,E01033008,E02006875,E05001420,E08000035,14601
LS1 2DW,LS1 2,429627.0,433585.0,53.797733,-1.551692,E01033008,E02006875,E05001420,E08000035,14601
LS1 2DX,LS1 2,429700.0,433600.0,53.797864,-1.550582,E01033008,E02006875,E05001420,E08000035,14601
LS1 2DY,LS1 2,429556.0,433475.0,53.796748,-1.55278,E01033008,E02006875,E05001420,E08000035,14601
LS1 2DZ,LS1 2,429560.0,433482.0,53.796827,-1.552723,E01033008,E02006875,E05001420,E08000035,14601
LS1 2EA,LS1 2,429500.0,433400.0,53.796077,-1.553638,E01033015,E02006875,E05001420,E08000035,15267
LS1 2EB,LS1 2,429600.0,433500.0,53.796971,-1.55211,E01033008,E02006875,E05001420,E08000035,14601
LS1 2ED,LS1 2,429633.0,433513.0,53.797101,-1.551612,E01033008,E02006875,E05001420,E08000035,14601
LS1 2EE,LS1 2,429607.0,433452.0,53.796555,-1.552013,E01033008,E02006875,E05001420,E08000035,14601
LS1 2EF,LS1 2,429813.0,433431.0,53.796338,-1.548883,E01033016,E02006875,E05001420,E08000035,15050
LS1 2EG,LS1 2,429475.0,433484.0,53.796834,-1.554009,E01033008,E02006875,E05001420,E08000035,14601
LS1 2EH,LS1 2,429912.0,433504.0,53.796989,-1.547373,E01033010,E02006875,E05001420,E08000035,8358
LS1 2EJ,LS1 2,429572.0,433410.0,53.796163,-1.552544,E01033008,E02006875,E05001420,E08000035,14601
LS1 2EL,LS1 2,429572.0,433410.0,53.796163,-1.552544,E01033008,E02006875,E05001420,E08000035,14601
LS1 2EN,LS1 2,429826.0,433477.0,53.796751,-1.548681,E01033016,E02006875,E05001420,E08000035,15050
LS1 2EP,LS1 2,429400.0,433500.0,53.796982,-1.555146,E01033008,E02006875,E05001420,E08000035,14601
LS1 2EQ,LS1 2,429457.0,433480.0,53.796799,-1.554283,E01033008,E02006875,E05001420,E08000035,14601
LS1 2ER,LS1 2,429677.0,433599.0,53.797856,-1.550932,E01033008,E02006875,E05001420,E08000035,14601
LS1 2ES,LS1 2,429908.0,433510.0,53.797043,-1.547433,E01033010,E02006875,E05001420,E08000035,8358
LS1 2ET,LS1 2,429513.0,433546.0,53.797389,-1.553426,E01033008,E02006875,E05001420,E08000035,14601
