postcode_clean,onspd_postcode_sector,oseast1m,osnrth1m,lat,long,lsoa11,msoa11,osward,oslaua,imd
LS26 8FU,LS26 8,436629.0,428148.0,53.74844,-1.446041,E01011635,E02002426,E05001439,E08000035,20503
LS26 8FW,LS26 8,436568.0,428158.0,53.748534,-1.446965,E01011635,E02002426,E05001439,E08000035,20503
LS26 8FX,LS26 8,436543.0,428210.0,53.749003,-1.447338,E01011635,E02002426,E05001439,E08000035,20503
LS26 8GA,LS26 8,436431.0,428287.0,53.749686,-1.449024,E01011635,E02002426,E05001439,E08000035,20503
LS26 8GB,LS26 8,436431.0,428193.0,53.748842,-1.449035,E01011635,E02002426,E05001439,E08000035,20503
LS26 8GD,LS26 8,439221.0,432401.0,53.786459,-1.406196,E01011402,E02002416,E05001423,E08000035,21414
LS26 8GE,LS26 8,440102.0,428646.0,53.752661,-1.393315,E01011392,E02002416,E05001423,E08000035,16260
LS26 8GF,LS26 8,440106.0,428706.0,53.753183,-1.393244,E01011392,E02002416,E05001423,E08000035,16260
LS26 8GG,LS26 8,440180.0,428613.0,53.752359,-1.392137,E01011392,E02002416,E05001423,E08000035,16260
LS26 8GH,LS26 8,436460.0,428698.0,53.753378,-1.448536,E01011638,E02002426,E05001439,E08000035,23421
LS26 8GL,LS26 8,435857.0,429096.0,53.756997,-1.457634,E01032488,E02002426,E05001439,E08000035,24393
LS26 8GN,LS26 8,435793.0,429074.0,53.756804,-1.458607,E01032488,E02002426,E05001439,E08000035,24393
LS26 8GP,LS26 8,435811.0,429051.0,53.756596,-1.458337,E01032488,E02002426,E05001439,E08000035,24393
LS26 8GY,LS26 8,438526.0,430040.0,53.765291,-1.417038,E01011390,E02002416,E05001423,E08000035,12275
LS26 8HA,LS26 8,435520.0,427321.0,53.741067,-1.462949,E01011636,E02002429,E05001439,E08000035,18588
LS26 8HB,LS26 8,435488.0,426617.0,53.734742,-1.463514,E01011636,E02002429,E05001439,E08000035,18588
LS26 8HD,LS26 8,435083.0,425832.0,53.727714,-1.469742,E01011875,E02002444,E05001458,E08000036,10274
LS26 8HE,LS26 8,434963.0,425718.0,53.726697,-1.471574,E01011875,E02002444,E05001458,E08000036,10274
LS26 8HF,LS26 8,438614.0,429610.0,53.76142,-1.415757,E01011402,E02002416,E05001423,E08000035,21414
LS26 8HG,LS26 8,434747.0,425667.0,53.726253,-1.474853,E01011875,E02002444,E05001458,E08000036,10274
LS26 8HH,LS26 8,435030.0,425818.0,53.727592,-1.470547,E01011875,E02002444,E05001458,E08000036,10274
LS26 8HJ,LS26 8,434818.0,426521.0,53.733985,-1.473654,E01011636,E02002429,E05001439,E08000035,18588
LS26 8HL,LS26 8,436576.0,428403.0,53.750719,-1.446812,E01011635,E02002426,E05001439,E08000035,20503
LS26 8HN,LS26 8,435806.0,427731.0,53.744732,-1.458565,E01011635,E02002426,E05001439,E08000035,20503
LS26 8HP,LS26 8,436497.0,428499.0,53.751587,-1.447998,E01011635,E02002426,E05001439,E08000035,20503
LS26 8HQ,LS26 8,434982.0,425836.0,53.727757,-1.471273,E01011875,E02002444,E05001458,E08000036,10274
LS26 8HR,LS26 8,436509.0,428601.0,53.752503,-1.447804,E01011635,E02002426,E05001439,E08000035,20503
LS26 8HS,LS26 8,436417.0,428457.0,53.751215,-1.449216,E01011635,E02002426,E05001439,E08000035,20503
LS26 8HT,LS26 8,436572.0,428354.0,53.750279,-1.446878,E01011635,E02002426,E05001439,E08000035,20503
LS26 8HU,LS26 8,436671.0,428342.0,53.750164,-1.445378,E01011635,E02002426,E05001439,E08000035,20503
LS26 8HW,LS26 8,436344.0,428036.0,53.747437,-1.450373,E01011635,E02002426,E05001439,E08000035,20503
LS26 8HX,LS26 8,436545.0,428327.0,53.750055,-1.447294,E01011635,E02002426,E05001439,E08000035,20503
LS26 8HY,LS26 8,436564.0,428278.0,53.749596,-1.447008,E01011635,E02002426,E05001439,E08000035,20503
LS26 8HZ,LS26 8,436511.0,428047.0,53.747524,-1.447839,E01011635,E02002426,E05001439,E08000035,20503
LS26 8JA,LS26 8,436332.0,428344.0,53.750206,-1.450518,E01011635,E02002426,E05001439,E08000035,20503
LS26 8JB,LS26 8,436324.0,428369.0,53.750431,-1.450637,E01011635,E02002426,E05001439,E08000035,20503
LS26 8JD,LS26 8,436129.0,428321.0,53.750013,-1.453599,E01011635,E02002426,E05001439,E08000035,20503
LS26 8JE,LS26 8,435836.0,428439.0,53.751094,-1.458029,E01032488,E02002426,E05001439,E08000035,24393
LS26 8JF,LS26 8,436182.0,428347.0,53.750243,-1.452793,E01011635,E02002426,E05001439,E08000035,20503
LS26 8JG,LS26 8,436154.0,428328.0,53.750074,-1.453219,E01011635,E02002426,E05001439,E08000035,20503
LS26 8JH,LS26 8,436182.0,428329.0,53.750081,-1.452795,E01011635,E02002426,E05001439,E08000035,20503
LS26 8JJ,LS26 8,436404.0,428280.0,53.749625,-1.449434,E01011635,E02002426,E05001439,E08000035,20503
LS26 8JL,LS26 8,436365.0,428162.0,53.748568,-1.450039,E01011635,E02002426,E05001439,E08000035,20503
LS26 8JN,LS26 8,436407.0,428187.0,53.748789,-1.4494,E01011635,E02002426,E05001439,E08000035,20503
LS26 8JP,LS26 8,436284.0,428070.0,53.747746,-1.451278,E01011635,E02002426,E05001439,E08000035,20503
LS26 8JQ,LS26 8,436118.0,428278.0,53.749627,-1.453771,E01011635,E02002426,E05001439,E08000035,20503
LS26 8JR,LS26 8,436174.0,427989.0,53.747026,-1.452956,E01011635,E02002426,E05001439,E08000035,20503
LS26 8JS,LS26 8,436122.0,427999.0,53.747136,-1.453746,E01011635,E02002426,E05001439,E08000035,20503
LS26 8JT,LS26 8,436132.0,428095.0,53.747982,-1.45358,E01011635,E02002426,E05001439,E08000035,20503
LS26 8JU,LS26 8,436074.0,428187.0,53.748812,-1.454449,E01011635,E02002426,E05001439,E08000035,20503
LS26 8JW,LS26 8,436452.0,428062.0,53.747663,-1.448732,E01011635,E02002426,E05001439,E08000035,20503
LS26 8JX,LS26 8,436087.0,428176.0,53.748729,-1.454257,E01011635,E02002426,E05001439,E08000035,20503
LS26 8JY,LS26 8,435603.0,428650.0,53.753006,-1.461538,E01032488,E02002426,E05001439,E08000035,24393
LS26 8JZ,LS26 8,436064.0,428334.0,53.750134,-1.454584,E01011635,E02002426,E05001439,E08000035,20503
LS26 8LA,LS26 8,436252.0,428263.0,53.749483,-1.451741,E01011635,E02002426,E05001439,E08000035,20503
LS26 8LB,LS26 8,436180.0,428242.0,53.749299,-1.452835,E01011635,E02002426,E05001439,E08000035,20503
LS26 8LD,LS26 8,436270.0,428197.0,53.748889,-1.451476,E01011635,E02002426,E05001439,E08000035,20503
LS26 8LE,LS26 8,436205.0,427992.0,53.747051,-1.452485,E01011635,E02002426,E05001439,E08000035,20503
LS26 8LF,LS26 8,436392.0,427995.0,53.747065,-1.44965,E01011635,E02002426,E05001439,E08000035,20503
LS26 8LG,LS26 8,436719.0,428738.0,53.75372,-1.444603,E01011637,E02002426,E05001439,E08000035,21860
LS26 8LH,LS26 8,436844.0,428767.0,53.753972,-1.442704,E01011637,E02002426,E05001439,E08000035,21860
LS26 8LJ,LS26 8,436887.0,428888.0,53.755056,-1.442038,E01011637,E02002426,E05001439,E08000035,21860
LS26 8LL,LS26 8,436887.0,428759.0,53.753897,-1.442053,E01011637,E02002426,E05001439,E08000035,21860
LS26 8LN,LS26 8,436903.0,428663.0,53.753033,-1.441822,E01011637,E02002426,E05001439,E08000035,21860
LS26 8LP,LS26 8,436826.0,428691.0,53.75329,-1.442986,E01011637,E02002426,E05001439,E08000035,21860
LS26 8LQ,LS26 8,436689.0,428766.0,53.753973,-1.445055,E01011637,E02002426,E05001439,E08000035,21860
LS26 8LR,LS26 8,436922.0,428949.0,53.755602,-1.4415,E01011637,E02002426,E05001439,E08000035,21860
LS26 8LS,LS26 8,436601.0,428723.0,53.75361,-1.446459,E01011637,E02002426,E05001439,E08000035,21860
LS26 8LT,LS26 8,436595.0,428743.0,53.753773,-1.446483,E01011637,E02002426,E05001439,E08000035,21860
LS26 8LU,LS26 8,436597.0,428784.0,53.754142,-1.446448,E01011637,E02002426,E05001439,E08000035,21860
LS26 8LW,LS26 8,436873.0,428662.0,53.753026,-1.442277,E01011637,E02002426,E05001439,E08000035,21860
LS26 8LX,LS26 8,436649.0,428807.0,53.754345,-1.445657,E01011637,E02002426,E05001439,E08000035,21860
LS26 8LY,LS26 8,436693.0,428815.0,53.754414,-1.444989,E01011637,E02002426,E05001439,E08000035,21860
LS26 8LZ,LS26 8,436764.0,429039.0,53.756422,-1.443885,E01011637,E02002426,E05001439,E08000035,21860
LS26 8NA,LS26 8,436736.0,429012.0,53.756181,-1.444313,E01011637,E02002426,E05001439,E08000035,21860
LS26 8NB,LS26 8,436638.0,428986.0,53.755954,-1.445802,E01011637,E02002426,E05001439,E08000035,21860
LS26 8ND,LS26 8,436599.0,429023.0,53.75629,-1.44639,E01011637,E02002426,E05001439,E08000035,21860
LS26 8NE,LS26 8,436549.0,428989.0,53.755987,-1.447152,E01011638,E02002426,E05001439,E08000035,23421
LS26 8NF,LS26 8,436415.0,428991.0,53.756015,-1.449184,E01011638,E02002426,E05001439,E08000035,23421
LS26 8NG,LS26 8,436402.0,429062.0,53.756654,-1.449373,E01011638,E02002426,E05001439,E08000035,23421
LS26 8NH,LS26 8,436278.0,428380.0,53.750533,-1.451333,E01011635,E02002426,E05001439,E08000035,20503
LS26 8NJ,LS26 8,436300.0,428462.0,53.751268,-1.45099,E01011635,E02002426,E05001439,E08000035,20503
LS26 8NL,LS26 8,436323.0,428896.0,53.755167,-1.45059,E01011638,E02002426,E05001439,E08000035,23421
LS26 8NN,LS26 8,436374.0,428893.0,53.755137,-1.449817,E01011638,E02002426,E05001439,E08000035,23421
LS26 8NP,LS26 8,436192.0,428761.0,53.753963,-1.452593,E01032487,E02002426,E05001439,E08000035,5582
LS26 8NQ,LS26 8,436573.0,428701.0,53.753414,-1.446825,E01011638,E02002426,E05001439,E08000035,23421
LS26 8NR,LS26 8,436160.0,428672.0,53.753165,-1.453088,E01032487,E02002426,E05001439,E08000035,5582
LS26 8NS,LS26 8,436086.0,428710.0,53.753512,-1.454206,E01032487,E02002426,E05001439,E08000035,5582
LS26 8NT,LS26 8,435958.0,428754.0,53.753916,-1.456142,E01032487,E02002426,E05001439,E08000035,5582
LS26 8NU,LS26 8,436403.0,428848.0,53.75473,-1.449383,E01011638,E02002426,E05001439,E08000035,23421
LS26 8NW,LS26 8,436314.0,428796.0,53.754269,-1.450738,E01011638,E02002426,E05001439,E08000035,23421
LS26 8NX,LS26 8,437303.0,428265.0,53.749444,-1.435807,E01011636,E02002429,E05001439,E08000035,18588
LS26 8NY,LS26 8,436109.0,428774.0,53.754086,-1.45385,E01032487,E02002426,E05001439,E08000035,5582
LS26 8NZ,LS26 8,436153.0,428824.0,53.754532,-1.453177,E01011638,E02002426,E05001439,E08000035,23421
LS26 8PA,LS26 8,436202.0,428832.0,53.754601,-1.452433,E01011638,E02002426,E05001439,E08000035,23421
LS26 8PB,LS26 8,436268.0,428841.0,53.754677,-1.451431,E01011638,E02002426,E05001439,E08000035,23421
LS26 8PD,LS26 8,436313.0,429292.0,53.758727,-1.450695,E01011638,E02002426,E05001439,E08000035,23421
LS26 8PE,LS26 8,436207.0,429140.0,53.757368,-1.452321,E01011638,E02002426,E05001439,E08000035,23421
LS26 8PF,LS26 8,436205.0,429170.0,53.757638,-1.452348,E01032488,E02002426,E05001439,E08000035,24393
LS26 8PG,LS26 8,436346.0,429227.0,53.758141,-1.450203,E01011638,E02002426,E05001439,E08000035,23421
LS26 8PH,LS26 8,436692.0,429312.0,53.75888,-1.444945,E01011637,E02002426,E05001439,E08000035,21860
LS26 8PJ,LS26 8,436667.0,429456.0,53.760176,-1.445307,E01011402,E02002416,E05001423,E08000035,21414
LS26 8PL,LS26 8,436803.0,429293.0,53.758702,-1.443264,E01011637,E02002426,E05001439,E08000035,21860
LS26 8PN,LS26 8,436572.0,429372.0,53.759428,-1.446758,E01011637,E02002426,E05001439,E08000035,21860
LS26 8PP,LS26 8,436418.0,429230.0,53.758163,-1.44911,E01011638,E02002426,E05001439,E08000035,23421
LS26 8PQ,LS26 8,436486.0,429256.0,53.758392,-1.448076,E01011638,E02002426,E05001439,E08000035,23421
LS26 8PR,LS26 8,436268.0,428756.0,53.753913,-1.451441,E01011638,E02002426,E05001439,E08000035,23421
LS26 8PS,LS26 8,436768.0,429220.0,53.758048,-1.443803,E01011637,E02002426,E05001439,E08000035,21860
LS26 8PT,LS26 8,436425.0,428934.0,53.755502,-1.449039,E01011638,E02002426,E05001439,E08000035,23421
LS26 8PU,LS26 8,436655.0,429403.0,53.759701,-1.445495,E01011637,E02002426,E05001439,E08000035,21860
LS26 8PW,LS26 8,436538.0,429422.0,53.75988,-1.447268,E01011637,E02002426,E05001439,E08000035,21860
LS26 8PX,LS26 8,437113.0,429051.0,53.756505,-1.438591,E01011637,E02002426,E05001439,E08000035,21860
LS26 8PY,LS26 8,437087.0,429118.0,53.757109,-1.438977,E01011637,E02002426,E05001439,E08000035,21860
LS26 8PZ,LS26 8,437576.0,429715.0,53.76244,-1.431488,E01011402,E02002416,E05001423,E08000035,21414
LS26 8QA,LS26 8,437845.0,429586.0,53.759365,-1.425891,E01011402,E02002416,E05001423,E08000035,21414
LS26 8QB,LS26 8,437898.0,429820.0,53.76299,-1.426646,E01011402,E02002416,E05001423,E08000035,21414
LS26 8QD,LS26 8,437927.0,430000.0,53.764976,-1.426129,E01011391,E02002416,E05001423,E08000035,15388
LS26 8QE,LS26 8,437969.0,430086.0,53.765746,-1.425482,E01011391,E02002416,E05001423,E08000035,15388
LS26 8QF,LS26 8,437915.0,430427.0,53.768814,-1.426259,E01011391,E02002416,E05001423,E08000035,15388
LS26 8QG,LS26 8,438013.0,430617.0,53.770515,-1.424749,E01011391,E02002416,E05001423,E08000035,15388
LS26 8QH,LS26 8,438105.0,430642.0,53.770733,-1.42335,E01011391,E02002416,E05001423,E08000035,15388
LS26 8QJ,LS26 8,438173.0,430573.0,53.770108,-1.422327,E01011391,E02002416,E05001423,E08000035,15388
LS26 8QL,LS26 8,438278.0,430557.0,53.769956,-1.420736,E01011391,E02002416,E05001423,E08000035,15388
LS26 8QN,LS26 8,438357.0,430609.0,53.770418,-1.419531,E01011390,E02002416,E05001423,E08000035,12275
LS26 8QP,LS26 8,438229.0,430799.0,53.772135,-1.42145,E01011391,E02002416,E05001423,E08000035,15388
LS26 8QQ,LS26 8,438038.0,430597.0,53.770333,-1.424372,E01011391,E02002416,E05001423,E08000035,15388
LS26 8QR,LS26 8,438245.0,430689.0,53.771145,-1.421221,E01011390,E02002416,E05001423,E08000035,12275
LS26 8QS,LS26 8,438150.0,430782.0,53.771988,-1.42265,E01011391,E02002416,E05001423,E08000035,15388
LS26 8QT,LS26 8,438067.0,430764.0,53.771832,-1.423912,E01011391,E02002416,E05001423,E08000035,15388
LS26 8QU,LS26 8,438003.0,430760.0,53.771801,-1.424883,E01011391,E02002416,E05001423,E08000035,15388
LS26 8QW,LS26 8,438303.0,430660.0,53.77088,-1.420344,E01011390,E02002416,E05001423,E08000035,12275
LS26 8QX,LS26 8,438020.0,430762.0,53.771817,-1.424625,E01011391,E02002416,E05001423,E08000035,15388
LS26 8QY,LS26 8,436707.0,429105.0,53.757019,-1.444742,E01011637,E02002426,E05001439,E08000035,21860
LS26 8QZ,LS26 8,439221.0,432401.0,53.786459,-1.406196,E01011402,E02002416,E05001423,E08000035,21414
LS26 8RA,LS26 8,436673.0,429141.0,53.757345,-1.445253,E01011637,E02002426,E05001439,E08000035,21860
LS26 8RB,LS26 8,436619.0,429161.0,53.757528,-1.44607,E01011638,E02002426,E05001439,E08000035,23421
LS26 8RD,LS26 8,436552.0,429157.0,53.757497,-1.447086,E01011638,E02002426,E05001439,E08000035,23421
LS26 8RE,LS26 8,436396.0,429167.0,53.757598,-1.449451,E01011638,E02002426,E05001439,E08000035,23421
LS26 8RF,LS26 8,436468.0,429092.0,53.756919,-1.448368,E01011638,E02002426,E05001439,E08000035,23421
LS26 8RG,LS26 8,436433.0,429039.0,53.756445,-1.448905,E01011638,E02002426,E05001439,E08000035,23421
LS26 8RH,LS26 8,436397.0,429303.0,53.75882,-1.44942,E01011638,E02002426,E05001439,E08000035,23421
LS26 8RJ,LS26 8,435695.0,428843.0,53.754734,-1.46012,E01032488,E02002426,E05001439,E08000035,24393
LS26 8RL,LS26 8,436141.0,429027.0,53.756357,-1.453335,E01011638,E02002426,E05001439,E08000035,23421
LS26 8RN,LS26 8,436135.0,429075.0,53.756789,-1.45342,E01011638,E02002426,E05001439,E08000035,23421
LS26 8RP,LS26 8,436125.0,428990.0,53.756026,-1.453582,E01011638,E02002426,E05001439,E08000035,23421
LS26 8RQ,LS26 8,436385.0,429246.0,53.758309,-1.449609,E01011638,E02002426,E05001439,E08000035,23421
LS26 8RR,LS26 8,436251.0,428964.0,53.755784,-1.451674,E01011638,E02002426,E05001439,E08000035,23421
LS26 8RS,LS26 8,436144.0,428890.0,53.755126,-1.453306,E01011638,E02002426,E05001439,E08000035,23421
LS26 8RT,LS26 8,436166.0,428940.0,53.755574,-1.452966,E01011638,E02002426,E05001439,E08000035,23421
LS26 8RU,LS26 8,436013.0,428905.0,53.75527,-1.455291,E01032488,E02002426,E05001439,E08000035,24393
LS26 8RW,LS26 8,436054.0,428895.0,53.755177,-1.45467,E01011638,E02002426,E05001439,E08000035,23421
LS26 8RX,LS26 8,435877.0,428971.0,53.755872,-1.457345,E01032488,E02002426,E05001439,E08000035,24393
LS26 8RY,LS26 8,435847.0,429013.0,53.756252,-1.457796,E01032488,E02002426,E05001439,E08000035,24393
LS26 8RZ,LS26 8,435932.0,429070.0,53.756758,-1.4565,E01032488,E02002426,E05001439,E08000035,24393
LS26 8SA,LS26 8,435720.0,428889.0,53.755146,-1.459736,E01032488,E02002426,E05001439,E08000035,24393
LS26 8SB,LS26 8,435538.0,428928.0,53.755509,-1.462492,E01032488,E02002426,E05001439,E08000035,24393
LS26 8SD,LS26 8,435575.0,428990.0,53.756064,-1.461923,E01032488,E02002426,E05001439,E08000035,24393
LS26 8SE,LS26 8,435472.0,428987.0,53.756044,-1.463486,E01032488,E02002426,E05001439,E08000035,24393
LS26 8SF,LS26 8,435345.0,428937.0,53.755603,-1.465418,E01011627,E02002427,E05001439,E08000035,9689
LS26 8SG,LS26 8,435575.0,428860.0,53.754895,-1.461938,E01032488,E02002426,E05001439,E08000035,24393
LS26 8SH,LS26 8,435910.0,428811.0,53.754432,-1.456863,E01032487,E02002426,E05001439,E08000035,5582
LS26 8SJ,LS26 8,435990.0,428670.0,53.753159,-1.455667,E01032487,E02002426,E05001439,E08000035,5582
LS26 8SL,LS26 8,436567.0,428610.0,53.75258,-1.446924,E01011637,E02002426,E05001439,E08000035,21860
LS26 8SN,LS26 8,436582.0,428585.0,53.752354,-1.446699,E01011635,E02002426,E05001439,E08000035,20503
LS26 8SP,LS26 8,436530.0,428690.0,53.753301,-1.447475,E01011638,E02002426,E05001439,E08000035,23421
LS26 8SQ,LS26 8,435502.0,428807.0,53.754424,-1.463051,E01032488,E02002426,E05001439,E08000035,24393
LS26 8SR,LS26 8,436467.0,428713.0,53.753513,-1.448428,E01011638,E02002426,E05001439,E08000035,23421
LS26 8SS,LS26 8,436431.0,428633.0,53.752796,-1.448983,E01011635,E02002426,E05001439,E08000035,20503
LS26 8ST,LS26 8,436448.0,428712.0,53.753505,-1.448716,E01011638,E02002426,E05001439,E08000035,23421
LS26 8SU,LS26 8,436409.0,428726.0,53.753633,-1.449306,E01011638,E02002426,E05001439,E08000035,23421
LS26 8SW,LS26 8,436481.0,428672.0,53.753143,-1.44822,E01011635,E02002426,E05001439,E08000035,20503
LS26 8SX,LS26 8,436356.0,428484.0,53.751462,-1.450138,E01032487,E02002426,E05001439,E08000035,5582
LS26 8SY,LS26 8,436390.0,428484.0,53.75146,-1.449623,E01032487,E02002426,E05001439,E08000035,5582
LS26 8SZ,LS26 8,436401.0,428599.0,53.752493,-1.449442,E01011635,E02002426,E05001439,E08000035,20503
LS26 8TA,LS26 8,436402.0,428541.0,53.751971,-1.449434,E01011635,E02002426,E05001439,E08000035,20503
LS26 8TB,LS26 8,436240.0,428535.0,53.751929,-1.451891,E01032487,E02002426,E05001439,E08000035,5582
LS26 8TD,LS26 8,436211.0,428582.0,53.752353,-1.452325,E01032487,E02002426,E05001439,E08000035,5582
LS26 8TE,LS26 8,436212.0,428660.0,53.753054,-1.452301,E01032487,E02002426,E05001439,E08000035,5582
LS26 8TF,LS26 8,436200.0,428609.0,53.752596,-1.452489,E01032487,E02002426,E05001439,E08000035,5582
LS26 8TG,LS26 8,436204.0,428506.0,53.75167,-1.45244,E01011635,E02002426,E05001439,E08000035,20503
LS26 8TH,LS26 8,436211.0,428465.0,53.751301,-1.452339,E01011635,E02002426,E05001439,E08000035,20503
LS26 8TJ,LS26 8,436037.0,428426.0,53.750963,-1.454982,E01032487,E02002426,E05001439,E08000035,5582
LS26 8TL,LS26 8,435991.0,428604.0,53.752566,-1.455659,E01032487,E02002426,E05001439,E08000035,5582
LS26 8TN,LS26 8,435949.0,428649.0,53.752973,-1.456291,E01032487,E02002426,E05001439,E08000035,5582
LS26 8TP,LS26 8,435853.0,428554.0,53.752126,-1.457758,E01032488,E02002426,E05001439,E08000035,24393
LS26 8TQ,LS26 8,436092.0,428463.0,53.751292,-1.454144,E01011635,E02002426,E05001439,E08000035,20503
LS26 8TR,LS26 8,435950.0,428582.0,53.752371,-1.456283,E01032488,E02002426,E05001439,E08000035,24393
LS26 8TS,LS26 8,435910.0,428605.0,53.75258,-1.456887,E01032488,E02002426,E05001439,E08000035,24393
LS26 8TT,LS26 8,435821.0,428613.0,53.752659,-1.458236,E01032488,E02002426,E05001439,E08000035,24393
LS26 8TU,LS26 8,435878.0,428584.0,53.752394,-1.457375,E01032488,E02002426,E05001439,E08000035,24393
LS26 8TW,LS26 8,435981.0,428449.0,53.751174,-1.455829,E01032487,E02002426,E05001439,E08000035,5582
LS26 8TX,LS26 8,435726.0,428646.0,53.752962,-1.459673,E01032488,E02002426,E05001439,E08000035,24393
LS26 8TY,LS26 8,435664.0,428688.0,53.753343,-1.460608,E01032488,E02002426,E05001439,E08000035,24393
LS26 8TZ,LS26 8,435949.0,428457.0,53.751248,-1.456313,E01032488,E02002426,E05001439,E08000035,24393
LS26 8UA,LS26 8,438186.0,429778.0,53.762978,-1.422232,E01011402,E02002416,E05001423,E08000035,21414
LS26 8UB,LS26 8,438437.0,430272.0,53.767383,-1.418359,E01011390,E02002416,E05001423,E08000035,12275
LS26 8UD,LS26 8,438544.0,430253.0,53.767204,-1.416739,E01011390,E02002416,E05001423,E08000035,12275
LS26 8UE,LS26 8,438521.0,430122.0,53.766029,-1.417104,E01011390,E02002416,E05001423,E08000035,12275
LS26 8UF,LS26 8,438601.0,430316.0,53.767766,-1.415866,E01011390,E02002416,E05001423,E08000035,12275
LS26 8UG,LS26 8,438632.0,430216.0,53.766865,-1.415408,E01011390,E02002416,E05001423,E08000035,12275
LS26 8UH,LS26 8,438480.0,430111.0,53.765933,-1.417727,E01011390,E02002416,E05001423,E08000035,12275
LS26 8UJ,LS26 8,438463.0,430058.0,53.765458,-1.417992,E01011390,E02002416,E05001423,E08000035,12275
LS26 8UL,LS26 8,436672.0,429140.0,53.757336,-1.445269,E01011637,E02002426,E05001439,E08000035,21860
LS26 8UN,LS26 8,438503.0,429963.0,53.764601,-1.417397,E01011390,E02002416,E05001423,E08000035,12275
LS26 8UP,LS26 8,438871.0,430130.0,53.766075,-1.411794,E01011392,E02002416,E05001423,E08000035,16260
LS26 8UQ,LS26 8,438445.0,430186.0,53.76661,-1.418249,E01011390,E02002416,E05001423,E08000035,12275
LS26 8UR,LS26 8,438797.0,430191.0,53.766628,-1.412908,E01011392,E02002416,E05001423,E08000035,16260
LS26 8US,LS26 8,438838.0,430274.0,53.767371,-1.412276,E01011392,E02002416,E05001423,E08000035,16260
LS26 8UT,LS26 8,438889.0,430366.0,53.768194,-1.411491,E01011392,E02002416,E05001423,E08000035,16260
LS26 8UU,LS26 8,438654.0,430498.0,53.769398,-1.415039,E01011390,E02002416,E05001423,E08000035,12275
LS26 8UW,LS26 8,438845.0,430129.0,53.766068,-1.412188,E01011392,E02002416,E05001423,E08000035,16260
LS26 8UX,LS26 8,438947.0,430473.0,53.769152,-1.410597,E01011392,E02002416,E05001423,E08000035,16260
LS26 8UY,LS26 8,438832.0,430591.0,53.770237,-1.412331,E01011390,E02002416,E05001423,E08000035,12275
LS26 8UZ,LS26 8,439221.0,432401.0,53.786459,-1.406196,E01011402,E02002416,E05001423,E08000035,21414
LS26 8WA,LS26 8,435584.0,429168.0,53.757663,-1.461766,E01032488,E02002426,E05001439,E08000035,24393
LS26 8WB,LS26 8,435731.0,429033.0,53.756439,-1.459552,E01032488,E02002426,E05001439,E08000035,24393
LS26 8WD,LS26 8,435551.0,429066.0,53.756748,-1.462279,E01032488,E02002426,E05001439,E08000035,24393
LS26 8WE,LS26 8,435623.0,429070.0,53.756779,-1.461186,E01032488,E02002426,E05001439,E08000035,24393
LS26 8WF,LS26 8,435687.0,429172.0,53.757692,-1.460204,E01032488,E02002426,E05001439,E08000035,24393
LS26 8WG,LS26 8,435640.0,429231.0,53.758225,-1.46091,E01032488,E02002426,E05001439,E08000035,24393
LS26 8WH,LS26 8,435495.0,429281.0,53.758684,-1.463103,E01032488,E02002426,E05001439,E08000035,24393
LS26 8WJ,LS26 8,435394.0,429292.0,53.75879,-1.464634,E01032488,E02002426,E05001439,E08000035,24393
LS26 8WL,LS26 8,435496.0,429153.0,53.757534,-1.463103,E01032488,E02002426,E05001439,E08000035,24393
LS26 8WN,LS26 8,435428.0,429163.0,53.757628,-1.464133,E01032488,E02002426,E05001439,E08000035,24393
LS26 8WP,LS26 8,437141.0,428950.0,53.755595,-1.438178,E01011637,E02002426,E05001439,E08000035,21860
LS26 8WQ,LS26 8,437268.0,428913.0,53.755254,-1.436257,E01011637,E02002426,E05001439,E08000035,21860
LS26 8WR,LS26 8,437008.0,429122.0,53.757151,-1.440175,E01011637,E02002426,E05001439,E08000035,21860
LS26 8WS,LS26 8,436960.0,429029.0,53.756318,-1.440914,E01011637,E02002426,E05001439,E08000035,21860
LS26 8WT,LS26 8,437075.0,429029.0,53.75631,-1.43917,E01011637,E02002426,E05001439,E08000035,21860
LS26 8WU,LS26 8,437245.0,428795.0,53.754195,-1.43662,E01011637,E02002426,E05001439,E08000035,21860
LS26 8WW,LS26 8,437297.0,428776.0,53.75402,-1.435833,E01011637,E02002426,E05001439,E08000035,21860
LS26 8WX,LS26 8,437206.0,428869.0,53.754863,-1.437202,E01011637,E02002426,E05001439,E08000035,21860
LS26 8WY,LS26 8,437006.0,428987.0,53.755937,-1.440221,E01011637,E02002426,E05001439,E08000035,21860
LS26 8WZ,LS26 8,437031.0,428971.0,53.755792,-1.439844,E01011637,E02002426,E05001439,E08000035,21860
LS26 8XA,LS26 8,439221.0,432401.0,53.786459,-1.406196,E01011402,E02002416,E05001423,E08000035,21414
LS26 8XB,LS26 8,439221.0,432401.0,53.786459,-1.406196,E01011402,E02002416,E05001423,E08000035,21414
LS26 8XD,LS26 8,435708.0,428749.0,53.753889,-1.459934,E01032488,E02002426,E05001439,E08000035,24393
LS26 8XE,LS26 8,435814.0,428883.0,53.755086,-1.458311,E01032488,E02002426,E05001439,E08000035,24393
LS26 8XF,LS26 8,435941.0,428904.0,53.755266,-1.456383,E01032487,E02002426,E05001439,E08000035,5582
